word,profane,offensive,sexual,mean
cindykevin              , -1, -1, -1,  0
circuspunk              ,  0,  0, -2,  0
clarapeace              ,  0,  0, -1,  0
claudetite              ,  0,  0, -2,  0
clickspunk              ,  0,  0, -2,  0
clinchpoop              , -1,  0,  0,  0
cliniccafe              , -1, -2,  0,  0
cliniccage              , -1, -2,  0,  0
cliniccake              , -1, -2,  0,  0
cliniccave              , -1, -2,  0,  0
clinicunto              ,  0, -1, -1,  0
clitoritis              ,  0,  0, -2,  0
closespunk              ,  0,  0, -2,  0
clothellis              , -1,  0,  0,  0
cloudspunk              ,  0,  0, -2,  0
cloudykeen              , -1, -1, -1,  0
cloudykeep              , -1, -1, -1,  0
cloudykept              , -1, -1, -1,  0
coachellis              , -1,  0,  0,  0
coastwatch              ,  0,  0, -2,  0
coastwater              ,  0,  0, -2,  0
coatwatson              ,  0,  0, -2,  0
cockabondy              , -1,  0, -1,  0
cockamamie              , -1,  0, -1,  0
cockamaroo              , -1,  0, -1,  0
cockarouse              , -1,  0, -1,  0
cockatrice              , -1,  0, -1,  0
cockchafer              , -1,  0, -1,  0
cockpaddle              , -1,  0, -1,  0
collarsega              , -1,  0,  0,  0
collarself              , -1,  0,  0,  0
collarsell              , -1,  0,  0,  0
collarsemi              , -1,  0,  0,  0
colorspunk              ,  0,  0, -2,  0
combonerve              ,  0,  0, -2,  0
comedykeen              , -1, -1, -1,  0
comedykeep              , -1, -1, -1,  0
comedykept              , -1, -1, -1,  0
comicspunk              ,  0,  0, -2,  0
concludego              ,  0, -2,  0,  0
condomajor              ,  0,  0, -1,  0
condomalta              ,  0,  0, -1,  0
condomambo              ,  0,  0, -1,  0
condomazda              ,  0,  0, -1,  0
condomight              ,  0,  0, -1,  0
condomoore              ,  0,  0, -1,  0
condomoral              ,  0,  0, -1,  0
condomoses              ,  0,  0, -1,  0
condomotel              ,  0,  0, -1,  0
condomotor              ,  0,  0, -1,  0
condomount              ,  0,  0, -1,  0
condomouse              ,  0,  0, -1,  0
condomouth              ,  0,  0, -1,  0
condomovie              ,  0,  0, -1,  0
condomulti              ,  0,  0, -1,  0
condomusic              ,  0,  0, -1,  0
congenital              ,  0,  0, -1,  0
constitute              ,  0,  0, -2,  0
constwatch              ,  0,  0, -2,  0
constwater              ,  0,  0, -2,  0
convertite              ,  0,  0, -2,  0
copenissan              , -2,  0, -2,  0
copiespunk              ,  0,  0, -2,  0
coriolanus              , -1,  0,  0,  0
corpuspunk              ,  0,  0, -2,  0
corpusyale              ,  0, -1, -1,  0
corpusyang              ,  0, -1, -1,  0
corpusyard              ,  0, -1, -1,  0
corpusyarn              ,  0, -1, -1,  0
corpusyoga              ,  0, -1, -1,  0
corpusyork              ,  0, -1, -1,  0
costwatson              ,  0,  0, -2,  0
countspunk              ,  0,  0, -2,  0
countwatch              ,  0,  0, -2,  0
countwater              ,  0,  0, -2,  0
courtspunk              ,  0,  0, -2,  0
courtwatch              ,  0,  0, -2,  0
courtwater              ,  0,  0, -2,  0
coverspunk              ,  0,  0, -2,  0
crackerror              ,  0, -1,  0,  0
craftspunk              ,  0,  0, -2,  0
craftwatch              ,  0,  0, -2,  0
craftwater              ,  0,  0, -2,  0
crapulence              , -1,  0,  0,  0
crapulency              , -1,  0,  0,  0
crimespunk              ,  0,  0, -2,  0
crisispunk              ,  0,  0, -2,  0
crisissync              ,  0,  0,  0, -1
cromaltite              ,  0,  0, -2,  0
cubichaiti              ,  0, -1, -1,  0
cubichappy              ,  0, -1, -1,  0
cubicharry              ,  0, -1, -1,  0
cubichindu              ,  0, -1, -1,  0
cubichobby              ,  0, -1, -1,  0
cubicholly              ,  0, -1, -1,  0
cubichorse              ,  0, -1, -1,  0
cubichouse              ,  0, -1, -1,  0
cubichuman              ,  0, -1, -1,  0
cubichumor              ,  0, -1, -1,  0
cubicuntil              ,  0, -1, -1,  0
cucumiform              ,  0,  0, -2,  0
cultwatson              ,  0,  0, -2,  0
cumanagoto              ,  0,  0, -2,  0
cumaphytic              ,  0,  0, -2,  0
cumflutter              ,  0,  0, -2,  0
cumulating              ,  0,  0, -2,  0
cumulation              ,  0,  0, -2,  0
cumulatist              ,  0,  0, -2,  0
cumulative              ,  0,  0, -2,  0
curtispunk              ,  0,  0, -2,  0
curvespunk              ,  0,  0, -2,  0
custodyken              , -1, -1, -1,  0
custodykey              , -1, -1, -1,  0
cypruspunk              ,  0,  0, -2,  0
czechellis              , -1,  0,  0,  0
daddykeith              , -1, -1, -1,  0
daddykelly              , -1, -1, -1,  0
daddykevin              , -1, -1, -1,  0
damnaughty              , -1,  0,  0,  0
damneither              , -1,  0,  0,  0
damneutral              , -1,  0,  0,  0
damniagara              , -1,  0,  0,  0
damnirvana              , -1,  0,  0,  0
damnuclear              , -1,  0,  0,  0
damnursing              , -1,  0,  0,  0
damnyankee              , -1,  0,  0,  0
danalbania              , -1,  0, -1,  0
danalcohol              , -1,  0, -1,  0
danalgebra              , -1,  0, -1,  0
danalgeria              , -1,  0, -1,  0
danalready              , -1,  0, -1,  0
daygourmet              ,  0, -2,  0,  0
deanalbany              , -1,  0, -1,  0
deanalbert              , -1,  0, -1,  0
deanalfred              , -1,  0, -1,  0
deanalmost              , -1,  0, -1,  0
deanalpine              , -1,  0, -1,  0
deanalumni              , -1,  0, -1,  0
deanalways              , -1,  0, -1,  0
deathellis              , -1,  0,  0,  0
deathspunk              ,  0,  0, -2,  0
debacchate              ,  0,  0,  0, -1
deborahate              ,  0,  0,  0, -1
debtchapel              ,  0, -1, -1,  0
debtcheers              ,  0, -1, -1,  0
debtcheese              ,  0, -1, -1,  0
debtcheque              ,  0, -1, -1,  0
debtcherry              ,  0, -1, -1,  0
debtchrome              ,  0, -1, -1,  0
debtchubby              ,  0, -1, -1,  0
debtchurch              ,  0, -1, -1,  0
debtwatson              ,  0,  0, -2,  0
decumbence              ,  0,  0, -2,  0
decumbency              ,  0,  0, -2,  0
defensemen              ,  0,  0, -2,  0
delayspunk              ,  0,  0, -2,  0
delubrubra              ,  0,  0, -1,  0
denigrator              , -2, -3,  0,  0
dennispunk              ,  0,  0, -2,  0
depthellis              , -1,  0,  0,  0
deptwatson              ,  0,  0, -2,  0
desertwatt              ,  0,  0, -2,  0
destituent              ,  0,  0, -2,  0
detectwatt              ,  0,  0, -2,  0
deutschate              ,  0,  0,  0, -1
deutschink              ,  0, -2,  0,  0
diabantite              ,  0,  0, -2,  0
diaconicum              ,  0,  0, -2,  0
diarrhoeic              ,  0, -1, -1,  0
dickcissel              , -1,  0, -1,  0
dietwatson              ,  0,  0, -2,  0
directwatt              ,  0,  0, -2,  0
dirtwatson              ,  0,  0, -2,  0
dishespunk              ,  0,  0, -2,  0
dollarseds              , -1,  0,  0,  0
dollarsedt              , -1,  0,  0,  0
dollarsega              , -1,  0,  0,  0
dollarsegg              , -1,  0,  0,  0
dollarself              , -1,  0,  0,  0
dollarsell              , -1,  0,  0,  0
dollarsemi              , -1,  0,  0,  0
dollarsest              , -1,  0,  0,  0
dollarseur              , -1,  0,  0,  0
dollarseva              , -1,  0,  0,  0
dollarseve              , -1,  0,  0,  0
dollarsexp              , -1,  0, -1,  0
dollarsext              , -1,  0, -1,  0
dollarseye              , -1,  0,  0,  0
dominatrix              ,  0,  0,  2,  0
dongilbert              ,  0,  0, -1,  0
donglasgow              ,  0,  0, -1,  0
donglucose              ,  0,  0, -1,  0
dongrammar              ,  0,  0, -1,  0
dongratuit              ,  0,  0, -1,  0
dongravity              ,  0,  0, -1,  0
dongrenada              ,  0,  0, -1,  0
dongriffin              ,  0,  0, -1,  0
dongrocery              ,  0,  0, -1,  0
donorspunk              ,  0,  0, -2,  0
dontwatson              ,  0,  0, -2,  0
doubledamn              , -1,  0,  0,  0
doubtchain              ,  0, -1, -1,  0
doubtchair              ,  0, -1, -1,  0
doubtchaos              ,  0, -1, -1,  0
doubtchase              ,  0, -1, -1,  0
doubtcheap              ,  0, -1, -1,  0
doubtcheat              ,  0, -1, -1,  0
doubtcheck              ,  0, -1, -1,  0
doubtchess              ,  0, -1, -1,  0
doubtchest              ,  0, -1, -1,  0
doubtchevy              ,  0, -1, -1,  0
doubtchris              ,  0, -1, -1,  0
doubtchuck              ,  0, -1, -1,  0
doubtwatch              ,  0,  0, -2,  0
doubtwater              ,  0,  0, -2,  0
dozenspunk              ,  0,  0, -2,  0
draftwatch              ,  0,  0, -2,  0
draftwater              ,  0,  0, -2,  0
dreamspunk              ,  0,  0, -2,  0
drinkspunk              ,  0,  0, -2,  0
drivespunk              ,  0,  0, -2,  0
dumbstruck              ,  0,  0,  0, -1
dumbwaiter              ,  0,  0,  0, -1
duniwassal              , -1,  0,  0,  0
dustwatson              ,  0,  0, -2,  0
dutchellis              , -1,  0,  0,  0
dykehopper              , -1, -1, -1,  0
earsedward              , -1,  0,  0,  0
earseffect              , -1,  0,  0,  0
earseffort              , -1,  0,  0,  0
earsegment              , -1,  0,  0,  0
earseither              , -1,  0,  0,  0
earseleven              , -1,  0,  0,  0
earsempire              , -1,  0,  0,  0
earsemploy              , -1,  0,  0,  0
earsescape              , -1,  0,  0,  0
earsescort              , -1,  0,  0,  0
earsession              , -1,  0,  0,  0
earseugene              , -1,  0,  0,  0
earsexceed              , -1,  0, -1,  0
earsexcept              , -1,  0, -1,  0
earsexcess              , -1,  0, -1,  0
earsexcuse              , -1,  0, -1,  0
earsexempt              , -1,  0, -1,  0
earsexotic              , -1,  0, -1,  0
earthellis              , -1,  0,  0,  0
eastwatson              ,  0,  0, -2,  0
eberthella              , -1,  0,  0,  0
eclipsemen              ,  0,  0, -2,  0
ecoongoing              ,  0, -3,  0,  0
ecoontario              ,  0, -3,  0,  0
effectwatt              ,  0,  0, -2,  0
egyptwatch              ,  0,  0, -2,  0
egyptwater              ,  0,  0, -2,  0
eightballs              ,  0,  0, -1,  0
eightwatch              ,  0,  0, -2,  0
eightwater              ,  0,  0, -2,  0
ejaculator              ,  0,  0, -1,  0
electwatch              ,  0,  0, -2,  0
electwater              ,  0,  0, -2,  0
emplectite              ,  0,  0, -2,  0
englishate              ,  0,  0,  0, -1
enterspunk              ,  0,  0, -2,  0
entitative              ,  0,  0, -2,  0
epoophoron              , -1,  0,  0,  0
erechtites              ,  0,  0, -2,  0
eroticunto              ,  0, -1, -1,  0
errorspunk              ,  0,  0, -2,  0
escortwatt              ,  0,  0, -2,  0
essexrated              ,  0,  0, -1,  0
ethicspunk              ,  0,  0, -2,  0
ethniccafe              , -1, -2,  0,  0
ethniccage              , -1, -2,  0,  0
ethniccake              , -1, -2,  0,  0
ethniccave              , -1, -2,  0,  0
ethnicunto              ,  0, -1, -1,  0
eucryptite              ,  0,  0, -2,  0
eventspunk              ,  0,  0, -2,  0
everydaygo              ,  0, -2,  0,  0
exactitude              ,  0,  0, -2,  0
exceptwatt              ,  0,  0, -2,  0
excesspunk              ,  0,  0, -2,  0
exemptwatt              ,  0,  0, -2,  0
exhibitchi              ,  0, -1, -1,  0
exhibitcho              ,  0, -1, -1,  0
existspunk              ,  0,  0, -2,  0
exoticunto              ,  0, -1, -1,  0
expectwatt              ,  0,  0, -2,  0
expensemen              ,  0,  0, -2,  0
expertwatt              ,  0,  0, -2,  0
extrapeace              ,  0,  0, -1,  0
fabricunto              ,  0, -1, -1,  0
faithellis              , -1,  0,  0,  0
famouspunk              ,  0,  0, -2,  0
fastwatson              ,  0,  0, -2,  0
fattypical              ,  0, -1,  0, -1
faultwatch              ,  0,  0, -2,  0
faultwater              ,  0,  0, -2,  0
favorspunk              ,  0,  0, -2,  0
fbichamber              ,  0, -1, -1,  0
fbichapter              ,  0, -1, -1,  0
fbichassis              ,  0, -1, -1,  0
fbichelsea              ,  0, -1, -1,  0
fbichronic              ,  0, -1, -1,  0
feckulence              , -1,  0, -1,  0
feetwatson              ,  0,  0, -2,  0
feltwatson              ,  0,  0, -2,  0
fibrofatty              ,  0, -1,  0, -1
fieldspunk              ,  0,  0, -2,  0
fifthellis              , -1,  0,  0,  0
fightwatch              ,  0,  0, -2,  0
fightwater              ,  0,  0, -2,  0
finalspunk              ,  0,  0, -2,  0
finnishate              ,  0,  0,  0, -1
firstwatch              ,  0,  0, -2,  0
firstwater              ,  0,  0, -2,  0
flangeless              ,  0,  0, -2,  0
fleetwatch              ,  0,  0, -2,  0
fleetwater              ,  0,  0, -2,  0
floatwatch              ,  0,  0, -2,  0
floatwater              ,  0,  0, -2,  0
floorspunk              ,  0,  0, -2,  0
fontwatson              ,  0,  0, -2,  0
footwatson              ,  0,  0, -2,  0
forbespunk              ,  0,  0, -2,  0
forcespunk              ,  0,  0, -2,  0
forebreast              ,  0,  0, -1,  0
forthellis              , -1,  0,  0,  0
fortwatson              ,  0,  0, -2,  0
forumspunk              ,  0,  0, -2,  0
framespunk              ,  0,  0, -2,  0
freakiness              ,  0,  0,  0, -1
frigabriel              , -1,  0, -1,  0
frigadgets              , -1,  0, -1,  0
frigallery              , -1,  0, -1,  0
frigarbage              , -1,  0, -1,  0
frigazette              , -1,  0, -1,  0
frigilbert              , -1,  0, -1,  0
friglasgow              , -1,  0, -1,  0
friglucose              , -1,  0, -1,  0
frigrammar              , -1,  0, -1,  0
frigratuit              , -1,  0, -1,  0
frigravity              , -1,  0, -1,  0
frigrenada              , -1,  0, -1,  0
frigriffin              , -1,  0, -1,  0
frigrocery              , -1,  0, -1,  0
frontwatch              ,  0,  0, -2,  0
frontwater              ,  0,  0, -2,  0
frostwatch              ,  0,  0, -2,  0
frostwater              ,  0,  0, -2,  0
fusicoccum              ,  0,  0, -2,  0
garlicunto              ,  0, -1, -1,  0
genesissys              ,  0,  0,  0, -1
geneticlit              ,  0,  0, -2,  0
geneticrap              , -1,  0,  0,  0
geniuspunk              ,  0,  0, -2,  0
giantspunk              ,  0,  0, -2,  0
giftwatson              ,  0,  0, -2,  0
gilbertite              ,  0,  0, -2,  0
giobertite              ,  0,  0, -2,  0
girgashite              , -1,  0,  0,  0
glucosemen              ,  0,  0, -2,  0
gnudeborah              ,  0,  0, -2,  0
gnudeposit              ,  0,  0, -2,  0
gnudetroit              ,  0,  0, -2,  0
gnudeutsch              ,  0,  0, -2,  0
goatwatson              ,  0,  0, -2,  0
gonorrhoea              ,  0, -1, -1,  0
gothicunto              ,  0, -1, -1,  0
grammatite              ,  0,  0, -2,  0
grantspunk              ,  0,  0, -2,  0
graphellis              , -1,  0,  0,  0
graphiclit              ,  0,  0, -2,  0
graphicrap              , -1,  0,  0,  0
graphspunk              ,  0,  0, -2,  0
gratispunk              ,  0,  0, -2,  0
groupissue              , -1,  0,  0,  0
guardspunk              ,  0,  0, -2,  0
guestspunk              ,  0,  0, -2,  0
guitarsexp              ,  0,  0, -1,  0
guitarsext              ,  0,  0, -1,  0
hancockite              , -1,  0, -1,  0
harrispunk              ,  0,  0, -2,  0
hateclipse              ,  0,  0,  0, -1
hatecuador              ,  0,  0,  0, -1
hatembassy              ,  0,  0,  0, -1
hatemerald              ,  0,  0,  0, -1
hatemonger              ,  0,  0,  0, -1
hatemperor              ,  0,  0,  0, -1
hatenemies              ,  0,  0,  0, -1
hatenhance              ,  0,  0,  0, -1
hatenlarge              ,  0,  0,  0, -1
hatenquiry              ,  0,  0,  0, -1
hatepisode              ,  0,  0,  0, -1
hatessence              ,  0,  0,  0, -1
hateternal              ,  0,  0,  0, -1
hatethical              ,  0,  0,  0, -1
hatevident              ,  0,  0,  0, -1
hatexcerpt              ,  0,  0,  0, -1
hatexcited              ,  0,  0,  0, -1
hatexclude              ,  0,  0,  0, -1
hatexhaust              ,  0,  0,  0, -1
hatexhibit              ,  0,  0,  0, -1
heathellis              , -1,  0,  0,  0
hebraizing              ,  0,  0, -1,  0
helenazinc              ,  0, -1,  0,  0
hellandite              , -1,  0,  0,  0
hellanodic              , -1,  0,  0,  0
hellbender              , -1,  0,  0,  0
helleboric              , -1,  0,  0,  0
helleborin              , -1,  0,  0,  0
helleborus              , -1,  0,  0,  0
hellespont              , -1,  0,  0,  0
heroespunk              ,  0,  0, -2,  0
heshepherd              ,  0,  0, -1,  0
hippelates              ,  0,  0, -1,  0
hippuritic              ,  0,  0, -1,  0
holmespunk              ,  0,  0, -2,  0
homoanisic              ,  0, -1, -1,  0
homoblasty              ,  0, -1, -1,  0
homochiral              ,  0, -1, -1,  0
homochrome              ,  0, -1, -1,  0
homochromy              ,  0, -1, -1,  0
homoclinal              ,  0, -1, -1,  0
homocyclic              ,  0, -1, -1,  0
homodermic              ,  0, -1, -1,  0
homodromal              ,  0, -1, -1,  0
homodynamy              ,  0, -1, -1,  0
homoecious              ,  0, -1, -1,  0
homoeomeri              ,  0, -1, -1,  0
homoeomery              ,  0, -1, -1,  0
homoeopath              ,  0, -1, -1,  0
homoeotopy              ,  0, -1, -1,  0
homoeotype              ,  0, -1, -1,  0
homoeozoic              ,  0, -1, -1,  0
homoerotic              ,  0, -1, -1,  0
homogamies              ,  0, -1, -1,  0
homogamous              ,  0, -1, -1,  0
homogonies              ,  0, -1, -1,  0
homogonous              ,  0, -1, -1,  0
homohedral              ,  0, -1, -1,  0
homoiousia              ,  0, -1, -1,  0
homolosine              ,  0, -1, -1,  0
homomerous              ,  0, -1, -1,  0
homonomous              ,  0, -1, -1,  0
homoousion              ,  0, -1, -1,  0
homophobia              ,  0, -1, -1,  0
homophobic              ,  0, -1, -1,  0
homophonic              ,  0, -1, -1,  0
homophylic              ,  0, -1, -1,  0
homoplasis              ,  0, -1, -1,  0
homoplasmy              ,  0, -1, -1,  0
homoplassy              ,  0, -1, -1,  0
homorelaps              ,  0, -1, -1,  0
homorganic              ,  0, -1, -1,  0
homosexual              ,  0, -1, -2,  0
homosphere              ,  0, -1, -1,  0
homostyled              ,  0, -1, -1,  0
homostylic              ,  0, -1, -1,  0
homotactic              ,  0, -1, -1,  0
homothetic              ,  0, -1, -1,  0
homotonous              ,  0, -1, -1,  0
homotropal              ,  0, -1, -1,  0
homozygote              ,  0, -1, -1,  0
homozygous              ,  0, -1, -1,  0
honeyballs              ,  0,  0, -1,  0
honkeyword              ,  0, -1,  0,  0
honorspunk              ,  0,  0, -2,  0
hookerotic              ,  0,  0, -2,  0
hopenissan              , -2,  0, -2,  0
hornyamaha              ,  0,  0, -2,  0
hornyellow              ,  0,  0, -2,  0
horsespunk              ,  0,  0, -2,  0
hostwatson              ,  0,  0, -2,  0
hotelspunk              ,  0,  0, -2,  0
hughespunk              ,  0,  0, -2,  0
humanspunk              ,  0,  0, -2,  0
humoronion              ,  0,  0,  0, -1
huntwatson              ,  0,  0, -2,  0
hurtwatson              ,  0,  0, -2,  0
ianalbania              , -1,  0, -1,  0
ianalcohol              , -1,  0, -1,  0
ianalgebra              , -1,  0, -1,  0
ianalgeria              , -1,  0, -1,  0
ianalready              , -1,  0, -1,  0
ichorrhoea              ,  0, -1, -1,  0
idahoarbor              ,  0, -2, -2,  0
idahoarise              ,  0, -2, -2,  0
idahoarray              ,  0, -2, -2,  0
idahoarrow              ,  0, -2, -2,  0
idahoaruba              ,  0, -2, -2,  0
idahomoore              ,  0, -1, -1,  0
idahomoral              ,  0, -1, -1,  0
idahomoses              ,  0, -1, -1,  0
idahomotel              ,  0, -1, -1,  0
idahomotor              ,  0, -1, -1,  0
idahomount              ,  0, -1, -1,  0
idahomouse              ,  0, -1, -1,  0
idahomouth              ,  0, -1, -1,  0
idahomovie              ,  0, -1, -1,  0
idiothermy              ,  0,  0,  0, -1
idiotising              ,  0,  0,  0, -1
idiotizing              ,  0,  0,  0, -1
idiotropic              ,  0,  0,  0, -1
ilmenitite              ,  0,  0, -2,  0
impregnant              ,  0,  0, -1,  0
incestonia              ,  0,  0, -2,  0
incestuous              ,  0,  0, -2,  0
inchespunk              ,  0,  0, -2,  0
incumbence              ,  0,  0, -2,  0
incumbency              ,  0,  0, -2,  0
indexrated              ,  0,  0, -1,  0
ineptitude              ,  0,  0, -2,  0
insertwatt              ,  0,  0, -2,  0
institutor              ,  0,  0, -2,  0
intensemen              ,  0,  0, -2,  0
interimjob              ,  0,  0, -2,  0
investitor              ,  0,  0, -2,  0
isaacuntil              ,  0, -1, -1,  0
ischioanal              , -1,  0, -1,  0
ispunknown              ,  0,  0, -2,  0
issuespunk              ,  0,  0, -2,  0
italicunto              ,  0, -1, -1,  0
jackassery              , -1,  0,  0, -1
jackassess              , -1,  0,  0, -1
jackassign              , -1,  0,  0, -1
jackassism              , -1,  0,  0, -1
jackassist              , -1,  0,  0, -1
jackassume              ,  0,  0,  0, -1
jackassure              ,  0,  0,  0, -1
jacketwatt              ,  0,  0, -2,  0
jaguarsega              , -1,  0,  0,  0
jaguarself              , -1,  0,  0,  0
jaguarsell              , -1,  0,  0,  0
jaguarsemi              , -1,  0,  0,  0
janalbania              , -1,  0, -1,  0
janalcohol              , -1,  0, -1,  0
janalgebra              , -1,  0, -1,  0
janalgeria              , -1,  0, -1,  0
janalready              , -1,  0, -1,  0
jarsegment              , -1,  0,  0,  0
jarsession              , -1,  0,  0,  0
jarseveral              , -1,  0,  0,  0
jeanalbany              , -1,  0, -1,  0
jeanalbert              , -1,  0, -1,  0
jeanalfred              , -1,  0, -1,  0
jeanalmost              , -1,  0, -1,  0
jeanalpine              , -1,  0, -1,  0
jeanalumni              , -1,  0, -1,  0
jeanalways              , -1,  0, -1,  0
joanalbany              , -1,  0, -1,  0
joanalbert              , -1,  0, -1,  0
joanalfred              , -1,  0, -1,  0
joanalmost              , -1,  0, -1,  0
joanalpine              , -1,  0, -1,  0
joanalumni              , -1,  0, -1,  0
joanalways              , -1,  0, -1,  0
juanalbany              , -1,  0, -1,  0
juanalbert              , -1,  0, -1,  0
juanalfred              , -1,  0, -1,  0
juanalmost              , -1,  0, -1,  0
juanalpine              , -1,  0, -1,  0
juanalumni              , -1,  0, -1,  0
juanalways              , -1,  0, -1,  0
judgespunk              ,  0,  0, -2,  0
judykelkoo              , -1, -1, -1,  0
justwatson              ,  0,  0, -2,  0
katrinazip              ,  0, -1,  0,  0
keithellis              , -1,  0,  0,  0
kennedyken              , -1, -1, -1,  0
kennedykey              , -1, -1, -1,  0
kennethate              ,  0,  0,  0, -1
keptwatson              ,  0,  0, -2,  0
kersantite              ,  0,  0, -2,  0
knivespunk              ,  0,  0, -2,  0
koreanalex              , -1,  0, -1,  0
koreanalso              , -1,  0, -1,  0
koreanusgs              , -1,  0,  0,  0
koreanusps              , -1,  0,  0,  0
koreishite              , -1,  0,  0,  0
kurtwatson              ,  0,  0, -2,  0
labelspunk              ,  0,  0, -2,  0
ladykelkoo              , -1, -1, -1,  0
lanalbania              , -1,  0, -1,  0
lanalcohol              , -1,  0, -1,  0
lanalgebra              , -1,  0, -1,  0
lanalgeria              , -1,  0, -1,  0
lanalready              , -1,  0, -1,  0
lastwatson              ,  0,  0, -2,  0
latinazinc              ,  0, -1,  0,  0
latitudego              ,  0, -2,  0,  0
laughellis              , -1,  0,  0,  0
laumontite              ,  0,  0, -2,  0
launcheshe              ,  0,  0, -1,  0
laurapeace              ,  0,  0, -1,  0
layerspunk              ,  0,  0, -2,  0
leanalbany              , -1,  0, -1,  0
leanalbert              , -1,  0, -1,  0
leanalfred              , -1,  0, -1,  0
leanalmost              , -1,  0, -1,  0
leanalpine              , -1,  0, -1,  0
leanalumni              , -1,  0, -1,  0
leanalways              , -1,  0, -1,  0
leavespunk              ,  0,  0, -2,  0
leftwatson              ,  0,  0, -2,  0
lensespunk              ,  0,  0, -2,  0
levelspunk              ,  0,  0, -2,  0
levisticum              ,  0,  0, -2,  0
levitrapee              ,  0,  0, -1,  0
levitrapen              ,  0,  0, -1,  0
levitrapet              ,  0,  0, -1,  0
licensemen              ,  0,  0, -2,  0
liftwatson              ,  0,  0, -2,  0
lightspunk              ,  0,  0, -2,  0
lightwatch              ,  0,  0, -2,  0
lightwater              ,  0,  0, -2,  0
ligusticum              ,  0,  0, -2,  0
linuxrated              ,  0,  0, -1,  0
loanalbany              , -1,  0, -1,  0
loanalbert              , -1,  0, -1,  0
loanalfred              , -1,  0, -1,  0
loanalmost              , -1,  0, -1,  0
loanalpine              , -1,  0, -1,  0
loanalumni              , -1,  0, -1,  0
loanalways              , -1,  0, -1,  0
loganalbum              , -1,  0, -1,  0
loganalert              , -1,  0, -1,  0
loganalpha              , -1,  0, -1,  0
loganusing              , -1,  0,  0,  0
loganusual              , -1,  0,  0,  0
logicuntil              ,  0, -1, -1,  0
logorrhoea              ,  0, -1, -1,  0
lookupissn              , -1,  0,  0,  0
lookupoops              , -1,  0,  0,  0
lookuprick              , -2,  0,  0,  0
losereason              ,  0,  0,  0, -1
loserebate              ,  0,  0,  0, -1
losereject              ,  0,  0,  0, -1
loserelate              ,  0,  0,  0, -1
loserelief              ,  0,  0,  0, -1
losereload              ,  0,  0,  0, -1
loseremain              ,  0,  0,  0, -1
loseremark              ,  0,  0,  0, -1
loseremedy              ,  0,  0,  0, -1
loseremind              ,  0,  0,  0, -1
loseremote              ,  0,  0,  0, -1
loseremove              ,  0,  0,  0, -1
loserender              ,  0,  0,  0, -1
loseretail              ,  0,  0,  0, -1
loseretain              ,  0,  0,  0, -1
losereturn              ,  0,  0,  0, -1
losereward              ,  0,  0,  0, -1
loserhythm              ,  0,  0,  0, -1
loseribbon              ,  0,  0,  0, -1
loserising              ,  0,  0,  0, -1
loseroland              ,  0,  0,  0, -1
loseroster              ,  0,  0,  0, -1
loserotary              ,  0,  0,  0, -1
loserubber              ,  0,  0,  0, -1
loseruling              ,  0,  0,  0, -1
loserussia              ,  0,  0,  0, -1
loserwanda              ,  0,  0,  0, -1
lossespunk              ,  0,  0, -2,  0
lostwatson              ,  0,  0, -2,  0
loverspunk              ,  0,  0, -2,  0
lubbercock              , -1,  0, -1,  0
lumachella              , -1,  0,  0,  0
lumachelle              , -1,  0,  0,  0
lunchellis              , -1,  0,  0,  0
lyricspunk              ,  0,  0, -2,  0
lyricuntil              ,  0, -1, -1,  0
magicuntil              ,  0, -1, -1,  0
makerspunk              ,  0,  0, -2,  0
makeupissn              , -1,  0,  0,  0
makeupoops              , -1,  0,  0,  0
makeuprick              , -2,  0,  0,  0
mambonerve              ,  0,  0, -2,  0
marcoonion              ,  0, -3,  0,  0
marcuspunk              ,  0,  0, -2,  0
marinazinc              ,  0, -1,  0,  0
marketwatt              ,  0,  0, -2,  0
marrymuffe              ,  0,  0, -2,  0
marsexceed              ,  0,  0, -1,  0
marsexcept              ,  0,  0, -1,  0
marsexcess              ,  0,  0, -1,  0
marsexcuse              ,  0,  0, -1,  0
marsexempt              ,  0,  0, -1,  0
marsexotic              ,  0,  0, -1,  0
marthatech              ,  0,  0,  0, -1
marthatemp              ,  0,  0,  0, -1
masterbath              ,  0,  0, -1,  0
matchellis              , -1,  0,  0,  0
mattwatson              ,  0,  0, -2,  0
meanalbany              , -1,  0, -1,  0
meanalbert              , -1,  0, -1,  0
meanalfred              , -1,  0, -1,  0
meanalmost              , -1,  0, -1,  0
meanalpine              , -1,  0, -1,  0
meanalumni              , -1,  0, -1,  0
meanalways              , -1,  0, -1,  0
meetupissn              , -1,  0,  0,  0
meetupoops              , -1,  0,  0,  0
meetuprick              , -2,  0,  0,  0
meetwatson              ,  0,  0, -2,  0
melanippus              ,  0,  0, -1,  0
melilitite              ,  0,  0, -2,  0
membracine              ,  0,  0, -1,  0
menorrhoea              ,  0, -1, -1,  0
menudebate              ,  0,  0, -2,  0
menudebian              ,  0,  0, -2,  0
menudegree              ,  0,  0, -2,  0
menudepend              ,  0,  0, -2,  0
menudeputy              ,  0,  0, -2,  0
menudetail              ,  0,  0, -2,  0
menudetect              ,  0,  0, -2,  0
mesorectum              ,  0,  0, -1,  0
metalspunk              ,  0,  0, -2,  0
meterspunk              ,  0,  0, -2,  0
metricunto              ,  0, -1, -1,  0
